relation,display_relation,x_index,x_id,x_type,x_name,x_source,y_index,y_id,y_type,y_name,y_source
disease_phenotype_positive,phenotype present,30301,10100,disease,Tay-Sachs disease,MONDO,84721,10780,effect/phenotype,Hyperacusis,HPO
disease_disease,parent-child,30301,10100,disease,Tay-Sachs disease,MONDO,43436,129_5365,disease,hearing loss disorder,MONDO_grouped
drug_effect,side effect,19023,DB14966,drug,Venglustat,DrugBank,81531,2359,effect/phenotype,Frequent falls,HPO
drug_effect,side effect,19023,DB14966,drug,Venglustat,DrugBank,25475,2315,effect/phenotype,Headache,HPO
drug_effect,side effect,19023,DB14966,drug,Venglustat,DrugBank,80688,100096,disease,COVID-19,MONDO
molfunc_protein,interacts with,2035,3073,gene/protein,HEXA,NCBI,129352,4857,molecular function,enzyme inhibitor activity,GO
disease_protein,associated with,41532,19255,disease,sphingolipidosis,MONDO,43378,18117,disease,"disorder of phospholipids, sphingolipids and fatty acids biosynthesis",MONDO
phenotype_protein,associated with,86612,25754,effect/phenotype,Reduced beta-hexosaminidase A activity,HPO,111004,34205,biological_process,amyloid-beta formation,GO
disease_phenotype_positive,phenotype present,34062,10006_17406,disease,Sandhoff disease,MONDO_grouped,111004,34205,biological_process,amyloid-beta formation,GO
disease_phenotype_positive,phenotype present,30301,10100,disease,Tay-Sachs disease,MONDO,111004,34205,biological_process,amyloid-beta formation,GO
drug_effect,side effect,15472,DB01241,drug,Gemfibrozil,DrugBank,46319,61900,biological_process,glial cell activation,GO
disease_phenotype_positive,phenotype present,30301,10100,disease,Tay-Sachs disease,MONDO,52619,150076,biological_process,neuroinflammatory response,GO
drug_effect,side effect,89846,34516,effect/phenotype,Ameliorated by ketogenic diet,HPO,52619,150076,biological_process,neuroinflammatory response,GO
disease_phenotype_positive,phenotype present,30301,10100,disease,Tay-Sachs disease,MONDO,108581,62234,biological_process,platelet activating factor catabolic process,GO
disease_phenotype_positive,phenotype present,30301,10100,disease,Tay-Sachs disease,MONDO,26911,8002,effect/phenotype,Abnormality of macular pigmentation,HPO
phenotype_phenotype,parent-child,26911,8002,effect/phenotype,Abnormality of macular pigmentation,HPO,84701,10729,effect/phenotype,Cherry red spot of the macula,HPO
drug_effect,side effect,105504,75527,biological_process,viral RNA editing,GO,57197,8047,molecular_function,enzyme activator activity,GO
