node_id,node_type,node_name,node_source,group_name_auto,group_name_bert,group_id_bert,group_id_source
15004,disease,"dystonia 28, childhood-onset",MONDO,dystonia,dystonia,15004_10983_44871_12712_14019_30486_30513_30538_13813_15003_12789_859215_14627_25691_30958_7495_7496_957385_14033_957542_30455_13928_957539_24304_9142_100098,bert_join
19018,disease,Tako-tsubo cardiomyopathy,MONDO,Tako-tsubo cardiomyopathy,Tako-tsubo cardiomyopathy,,
16097,disease,symptomatic form of muscular dystrophy of Duchenne and Becker in female carriers,MONDO,symptomatic form of muscular dystrophy of Duchenne and Becker in female carriers,symptomatic form of muscular dystrophy of Duchenne and Becker in female carriers,,
19667,disease,spondyloepiphyseal dysplasia tarda,MONDO,spondyloepiphyseal dysplasia tarda,spondyloepiphyseal dysplasia,19667_14984_11191_700039_15583_16894_16761,bert_join
18360,disease,neonatal lupus erythematosus,MONDO,neonatal lupus erythematosus,neonatal lupus erythematosus,,
19355,disease,adult-onset Still disease,MONDO,adult-onset Still disease,adult-onset Still disease,,
9692,disease,primary myelofibrosis,MONDO,primary myelofibrosis,primary myelofibrosis,,
18463,disease,mild phosphoribosylpyrophosphate synthetase superactivity,MONDO,mild phosphoribosylpyrophosphate synthetase superactivity,phosphoribosylpyrophosphate synthetase superactivity,18463_10395_15204,bert_join
8182,disease,nasopalpebral lipoma-coloboma syndrome,MONDO,nasopalpebral lipoma-coloboma syndrome,nasopalpebral lipoma-coloboma syndrome,,
100326,disease,Glanzmann thrombasthenia,MONDO,Glanzmann thrombasthenia,Glanzmann thrombasthenia,31332_100326_31009,legacy_exact_members
10100,disease,Tay-Sachs disease,MONDO,Tay-Sachs disease,Tay-Sachs disease,,
17892,disease,autosomal recessive myogenic arthrogryposis multiplex congenita,MONDO,autosomal recessive myogenic arthrogryposis multiplex congenita,autosomal recessive myogenic arthrogryposis multiplex congenita,,
18637,disease,familial chylomicronemia syndrome,MONDO,familial chylomicronemia syndrome,familial chylomicronemia syndrome,,
18992,disease,IgG4-related thyroid disease,MONDO,IgG4-related thyroid disease,IgG4-related thyroid disease,,
8353,disease,pruritic urticarial papules and plaques of pregnancy,MONDO,pruritic urticarial papules and plaques of pregnancy,pruritic urticarial papules and plaques of pregnancy,,
18189,disease,autosomal recessive cerebellar ataxia - pyramidal signs - nystagmus - oculomotor apraxia syndrome,MONDO,autosomal recessive cerebellar ataxia - pyramidal signs - nystagmus - oculomotor apraxia syndrome,autosomal recessive cerebellar ataxia - pyramidal signs - nystagmus - oculomotor apraxia syndrome,,
9473,disease,isotretinoin-like syndrome,MONDO,isotretinoin-like syndrome,isotretinoin-like syndrome,,
19093,disease,immunodeficiency due to selective anti-polysaccharide antibody deficiency,MONDO,immunodeficiency,immunodeficiency,19093_14491_30483_30681_8856_30971_958030_14353_30717_12682_13283_32763_30973_957535_30484_13862_30308_13467_13286_10504_971151_14981_30333_12426_13285_10386_60591_11864_54696_30013_32848_958013_13284_957955_13423_23655_970993_30498_33542_14453_33551_30491_14697_30813_9413_970994_13427_30858_32599_33554_976229_11664_976228_10625_957920_33555_30970_30428_32723_12163_14222_30528_800187_971001_14597_33541_13500_30798_30266_10296_800104_957981_11888_13953_30457_14727_9464_958011_24781_30302_20849_9194_30692_14280_30448_31030_30898_971177_32803_26767_54691_30693_32782_30981_14278_54697_24777_859526_14260_21094_15699_15700_1011724_16061_800149_975749_975761_975832_975834_1010742_1012125_1012126_1012127_1012711,bert_join
20347,disease,acute inflammatory demyelinating polyradiculoneuropathy,MONDO,acute inflammatory demyelinating polyradiculoneuropathy,acute inflammatory demyelinating polyradiculoneuropathy,,
12277,disease,myofibrillar myopathy 4,MONDO,myofibrillar myopathy,myofibrillar myopathy,12277_13061_30927_11076_33620_12289_12130_14993_14922_12215_18943_1010208_1010936,bert_join
10155,disease,Dorfman-Chanarin disease,MONDO,Dorfman-Chanarin disease,Dorfman-Chanarin disease,,
9416,disease,hypoinsulinemic hypoglycemia and body hemihypertrophy,MONDO,hypoinsulinemic hypoglycemia and body hemihypertrophy,hypoinsulinemic hypoglycemia and body hemihypertrophy,,
11539,disease,nemaline myopathy 5,MONDO,nemaline myopathy,nemaline myopathy,15736_15739_15738_11539_14513_14326_957284_12237_957281_9725_12538_14138_15696_18958_1010935,bert_join
17407,disease,deficiency in anterior pituitary function - variable immunodeficiency syndrome,MONDO,deficiency in anterior pituitary function - variable immunodeficiency syndrome,deficiency in anterior pituitary function - variable immunodeficiency syndrome,,
17408,disease,rapid-onset childhood obesity-hypothalamic dysfunction-hypoventilation-autonomic dysregulation syndrome,MONDO,rapid-onset childhood obesity-hypothalamic dysfunction-hypoventilation-autonomic dysregulation syndrome,rapid-onset childhood obesity-hypothalamic dysfunction-hypoventilation-autonomic dysregulation syndrome,,
18702,disease,Castleman-Kojima disease,MONDO,Castleman-Kojima disease,Castleman-Kojima disease,,
8947,disease,bilateral striopallidodentate calcinosis,MONDO,bilateral striopallidodentate calcinosis,bilateral striopallidodentate calcinosis,,
8588,disease,hereditary geniospasm,MONDO,hereditary geniospasm,hereditary geniospasm,,
18703,disease,isolated splenogonadal fusion,MONDO,isolated splenogonadal fusion,isolated splenogonadal fusion,,
16614,disease,autosomal recessive ataxia due to PEX10 deficiency,MONDO,autosomal recessive ataxia due to PEX10 deficiency,autosomal recessive ataxia due to PEX10 deficiency,,
15529,disease,paroxysmal Hemicrania,MONDO,paroxysmal Hemicrania,paroxysmal Hemicrania,,
19575,disease,hypotrichosis simplex of the scalp,MONDO,hypotrichosis,hypotrichosis,19575_32649_100522_13017_7805_11932_859341_13650_14390_13649_13514_11452_14384_14027_10206_11549_18914_3037_1011759_1335_12223_1012489_1012792_1012818_1012819_1012820_1012821,bert_join
19201,disease,thyrotoxic periodic paralysis,MONDO,thyrotoxic periodic paralysis,thyrotoxic periodic paralysis,,
11426,disease,aceruloplasminemia,MONDO,aceruloplasminemia,aceruloplasminemia,,
44648,disease,kyphoscoliosis-lateral tongue atrophy-hereditary spastic paraplegia syndrome,MONDO,kyphoscoliosis-lateral tongue atrophy-hereditary spastic paraplegia syndrome,kyphoscoliosis-lateral tongue atrophy-hereditary spastic paraplegia syndrome,,
15072,disease,liver neuroendocrine carcinoma,MONDO,liver neuroendocrine carcinoma,liver neuroendocrine carcinoma,,
14633,disease,epilepsy with myoclonic atonic seizures,MONDO,epilepsy with myoclonic atonic seizures,epilepsy with myoclonic atonic seizures,,
16497,disease,paraparetic variant of Guillain-Barre syndrome,MONDO,paraparetic variant of Guillain-Barre syndrome,paraparetic variant of Guillain-Barre syndrome,,
15059,disease,progressive non-fluent aphasia,MONDO,progressive non-fluent aphasia,progressive non-fluent aphasia,,
13132,disease,hereditary spastic paraplegia 36,MONDO,hereditary spastic paraplegia,hereditary spastic paraplegia,14302_12928_14568_12867_12766_13132_13239_11489_11785_11339_14304_10044_13962_11408_14018_12213_14644_12448_12787_14282_11532_12866_11445_14015_12639_12181_14295_8438_13552_14020_10043_11803_13165_13551_13342_11006_10047_14882_14016_12476_10287_12256_13048_10418_13179_14729_13401_10046_14303_11992_13737_11522_14024_12334_12453_8437_12643_10733_11862_14305_10878_19064,legacy_exact_members
17917,disease,maternally-inherited spastic paraplegia,MONDO,maternally-inherited spastic paraplegia,maternally-inherited spastic paraplegia,,
14722,disease,Roifman syndrome,MONDO,Roifman syndrome,Roifman syndrome,,
15057,disease,renin-angiotensin-aldosterone system-blocker-induced angioedema,MONDO,renin-angiotensin-aldosterone system-blocker-induced angioedema,renin-angiotensin-aldosterone system-blocker-induced angioedema,,
19016,disease,maternally-inherited progressive external ophthalmoplegia,MONDO,maternally-inherited progressive external ophthalmoplegia,maternally-inherited progressive external ophthalmoplegia,,
13239,disease,hereditary spastic paraplegia 41,MONDO,hereditary spastic paraplegia,hereditary spastic paraplegia,14302_12928_14568_12867_12766_13132_13239_11489_11785_11339_14304_10044_13962_11408_14018_12213_14644_12448_12787_14282_11532_12866_11445_14015_12639_12181_14295_8438_13552_14020_10043_11803_13165_13551_13342_11006_10047_14882_14016_12476_10287_12256_13048_10418_13179_14729_13401_10046_14303_11992_13737_11522_14024_12334_12453_8437_12643_10733_11862_14305_10878_19064,legacy_exact_members
19020,disease,PANDAS,MONDO,PANDAS,PANDAS,,
18528,disease,congenital myopathy with myasthenic-like onset,MONDO,congenital myopathy,congenital myopathy,18528_957215_859517_859515_859264_12240_12239_8409_34109_859335_8070_957247_13890_957265_800341_859523_859514_957224_19952_1010196_1010918_1011804_16049_975808_1010919_1012454_1012822,bert_join
8223,disease,hypokalemic periodic paralysis,MONDO,"hypokalemic periodic paralysis,","hypokalemic periodic paralysis,",13234_42979_8223,legacy_exact_members
18362,disease,persistent idiopathic facial pain,MONDO,persistent idiopathic facial pain,persistent idiopathic facial pain,,
10794,disease,NARP syndrome,MONDO,NARP syndrome,NARP syndrome,,
12885,disease,SRD5A3-congenital disorder of glycosylation,MONDO,SRD5A3-congenital disorder of glycosylation,SRD5A3-congenital disorder of glycosylation,,
17711,disease,pancreatic colipase deficiency,MONDO,pancreatic colipase deficiency,pancreatic colipase deficiency,,
44626,disease,female infertility due to oocyte meiotic arrest,MONDO,female infertility due to oocyte meiotic arrest,female infertility due to oocyte meiotic arrest,,
15371,disease,linear atrophoderma of Moulin,MONDO,linear atrophoderma of Moulin,linear atrophoderma of Moulin,,
8938,disease,early-onset cerebellar ataxia with retained tendon reflexes,MONDO,early-onset cerebellar ataxia with retained tendon reflexes,early-onset cerebellar ataxia with retained tendon reflexes,,
14098,disease,CIDEC-related familial partial lipodystrophy,MONDO,CIDEC-related familial partial lipodystrophy,familial partial lipodystrophy,14098_9408_8041_13069_19125,bert_join
8827,disease,progressive pseudorheumatoid arthropathy of childhood,MONDO,progressive pseudorheumatoid arthropathy of childhood,progressive pseudorheumatoid arthropathy of childhood,,
11489,disease,hereditary spastic paraplegia 12,MONDO,hereditary spastic paraplegia,hereditary spastic paraplegia,14302_12928_14568_12867_12766_13132_13239_11489_11785_11339_14304_10044_13962_11408_14018_12213_14644_12448_12787_14282_11532_12866_11445_14015_12639_12181_14295_8438_13552_14020_10043_11803_13165_13551_13342_11006_10047_14882_14016_12476_10287_12256_13048_10418_13179_14729_13401_10046_14303_11992_13737_11522_14024_12334_12453_8437_12643_10733_11862_14305_10878_19064,legacy_exact_members
11785,disease,hereditary spastic paraplegia 19,MONDO,hereditary spastic paraplegia,hereditary spastic paraplegia,14302_12928_14568_12867_12766_13132_13239_11489_11785_11339_14304_10044_13962_11408_14018_12213_14644_12448_12787_14282_11532_12866_11445_14015_12639_12181_14295_8438_13552_14020_10043_11803_13165_13551_13342_11006_10047_14882_14016_12476_10287_12256_13048_10418_13179_14729_13401_10046_14303_11992_13737_11522_14024_12334_12453_8437_12643_10733_11862_14305_10878_19064,legacy_exact_members
11339,disease,hereditary spastic paraplegia 8,MONDO,hereditary spastic paraplegia,hereditary spastic paraplegia,14302_12928_14568_12867_12766_13132_13239_11489_11785_11339_14304_10044_13962_11408_14018_12213_14644_12448_12787_14282_11532_12866_11445_14015_12639_12181_14295_8438_13552_14020_10043_11803_13165_13551_13342_11006_10047_14882_14016_12476_10287_12256_13048_10418_13179_14729_13401_10046_14303_11992_13737_11522_14024_12334_12453_8437_12643_10733_11862_14305_10878_19064,legacy_exact_members
19560,disease,lupus erythematosus tumidus,MONDO,lupus erythematosus tumidus,lupus erythematosus tumidus,,
14131,disease,hypohidrosis-enamel hypoplasia-palmoplantar keratoderma-intellectual disability syndrome,MONDO,hypohidrosis-enamel hypoplasia-palmoplantar keratoderma-intellectual disability syndrome,hypohidrosis-enamel hypoplasia-palmoplantar keratoderma-intellectual disability syndrome,,
15085,disease,bathing suit ichthyosis,MONDO,bathing suit ichthyosis,bathing suit ichthyosis,,
12041,disease,familial adenomatous polyposis 2,MONDO,familial adenomatous polyposis,familial adenomatous polyposis,12041_21056_14630_44300_16860_1010215_1010950_1010951,bert_join
35153,disease,male infertility due to acephalic spermatozoa,MONDO,male infertility due to acephalic spermatozoa,male infertility due to acephalic spermatozoa,,
100567,disease,hereditary angioedema with normal C1Inh,MONDO,hereditary angioedema with normal C1Inh,hereditary angioedema with normal C1Inh,,
35151,disease,17q24.2 microdeletion syndrome,MONDO,17q24.2 microdeletion syndrome,17q24.2 microdeletion syndrome,,
13711,disease,peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome,MONDO,peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome,peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome,,
33946,disease,hereditary angioedema with C1Inh deficiency,MONDO,hereditary angioedema with C1Inh deficiency,hereditary angioedema with C1Inh deficiency,,
13000,disease,porphyria due to ALA dehydratase deficiency,MONDO,porphyria due to ALA dehydratase deficiency,porphyria due to ALA dehydratase deficiency,,
14744,disease,acute infantile liver failure-cerebellar ataxia-peripheral sensory motor neuropathy syndrome,MONDO,acute infantile liver failure-cerebellar ataxia-peripheral sensory motor neuropathy syndrome,acute infantile liver failure-cerebellar ataxia-peripheral sensory motor neuropathy syndrome,,
33717,disease,congenital cerebellar ataxia due to RNU12 mutation,MONDO,congenital cerebellar ataxia due to RNU12 mutation,congenital cerebellar ataxia due to RNU12 mutation,,
9915,disease,"46,XX disorder of sex development-skeletal anomalies syndrome",MONDO,"46,XX disorder of sex development-skeletal anomalies syndrome","46,XX disorder of sex development-skeletal anomalies syndrome",,
8211,disease,"pseudoleprechaunism syndrome, Patterson type",MONDO,"pseudoleprechaunism syndrome, Patterson type","pseudoleprechaunism syndrome, Patterson type",,
14732,disease,hypomyelinating leukodystrophy 12,MONDO,hypomyelinating leukodystrophy,hypomyelinating leukodystrophy,14732_958018_12905_54791_14813_32730_9843_33486_54817_13722_12125_14632_25701_30263_12514_33657_14506_859242_14666_54782_859378_12824_1011898_975833_1012539,bert_join
13886,disease,cerebellar dysfunction with variable cognitive and behavioral abnormalities,MONDO,cerebellar dysfunction with variable cognitive and behavioral abnormalities,cerebellar dysfunction with variable cognitive and behavioral abnormalities,,
7343,disease,isolated congenital digital clubbing,MONDO,isolated congenital digital clubbing,isolated congenital digital clubbing,,
17569,disease,de Barsy syndrome,MONDO,de Barsy syndrome,de Barsy syndrome,,
7294,disease,central core myopathy,MONDO,central core myopathy,central core myopathy,,
18940,disease,congenital myasthenic syndrome,MONDO,congenital myasthenic syndrome,congenital myasthenic syndrome,18940_14578_12157_9690_14581_14582_14939_14052_13620_14543_9689_11281_14542_44299_13883_14745_14586_14590_12518_14983_14587_14588_14468_14584_11600_14585_14583_11088_1040021_182_1010932_1011029_1012620_1012621,bert_join
