STT,doi/PMID,Abstract/ Introduction,loại tạp chí,experiment,model,relation,display_relation,x_name ,x_type ,y_name,y_type,note,expert opinion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,34313725,Abstract,original article,in vivo,human,disease_phenotype_positive,,"CEROID LIPOFUSCINOSIS, NEURONAL, 2",disease,progressive retinal deterioration,phenotype,"""CLN2-associated disease is a hereditary, fatal lysosomal storage disorder characterized by progressive brain and retinal deterioration.""",6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,34313725,Abstract,original article,in vivo,human,disease_disease,,lysosomal storage disorder,disease,"CEROID LIPOFUSCINOSIS, NEURONAL, 2",disease,"""CLN2-associated disease is a hereditary, fatal lysosomal storage disorder...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,34313725,Abstract,original article,in vivo,human,phenotype_phenotype,,CLN2-associated degeneration,phenotype,parafoveal ONL thickness,phenotype,"""Parafoveal ONL thickness represents a sensitive, early age indicator of CLN2-associated degeneration.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,34313725,Abstract,original article,in vivo,human,disease_protein,mutation,"CEROID LIPOFUSCINOSIS, NEURONAL, 2",disease,CLN2,protein/gene,"""CLN2-associated disease is a hereditary, fatal lysosomal storage disorder""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,34325129,Abstract,original article,in vivo,mice,disease_protein,mutation,Infantile CLN1 disease,disease,CLN1,protein/gene,"""Infantile neuronal ceroid lipofuscinosis (INCL), also known as CLN1-disease... caused by inactivating mutations in the CLN1 gene.""",6,7,85.71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,34325129,Abstract,original article,in vivo,mice,disease_phenotype_positive,,Infantile CLN1 disease,disease,neuroinflammation,phenotype,"""The Cln1/ mice, which mimic INCL, manifest progressive neuroinflammation contributing to neurodegeneration.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,34325129,Abstract,original article,in vivo,mice,disease_phenotype_positive,,Infantile CLN1 disease,disease,neurodegeneration,phenotype,"""The Cln1/ mice, which mimic INCL, manifest progressive neuroinflammation contributing to neurodegeneration.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,34325129,Abstract,original article,in vivo,mice,disease_protein,dysregulation,Infantile CLN1 disease,disease,microRNA-155,protein/gene,"""...miR profiling in Cln1/ mouse brain showed that the level of miR-155 was upregulated.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,34325129,Abstract,original article,in vivo,mice,phenotype_protein,,neuroinflammation,phenotype,microRNA-155,protein/gene,"""Previously, it has been reported that microRNA-155 (miR-155) regulates inflammation...""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,34325129,Abstract,original article,in vivo,mice,phenotype_protein,,neuroinflammatory trajectory,phenotype,microRNA-155,protein/gene,"""We conclude that ablation of miR-155 in Cln1/ mice does not alter the neuroinflammatory trajectory in INCL mouse model.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,34325129,Abstract,original article,in vivo,mice,disease_disease,,neurodegenerative lysosomal storage disorder,disease,Infantile CLN1 disease,disease,"""Infantile neuronal ceroid lipofuscinosis (INCL), also known as CLN1-disease, is a devastating neurode-generative lysosomal storage disorder (LSD)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,34331747,Abstract,original article,in vivo,human,disease_disease,,neuronal ceroid lipofuscinoses ,disease,NEURONAL CEROID LIPOFUSCINOSIS DUE TO CATHEPSIN D DEFICIENCY,disease,"""CLN10 is a rare autosomal recessive disorder that is one of 14 types of neuronal ceroid lipofuscinoses (NCLs).""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,34331747,Abstract,original article,in vivo,human,disease_protein,mutation,NEURONAL CEROID LIPOFUSCINOSIS DUE TO CATHEPSIN D DEFICIENCY,disease,CTSD,protein/gene,"""Biallelic loss-of-function mutation of CTSD is considered a cause of CLN10 disease.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,34331747,Abstract,original article,in vitro,cell line,disease_protein,mutation,NEURONAL CEROID LIPOFUSCINOSIS DUE TO CATHEPSIN D DEFICIENCY,disease,c.863A>G (p.Glu288Gly),protein/gene,"""These results suggest that the c.863A>G (p.Glu288Gly) homozygous variant is not a pathogenic variation, but a benign variant.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,34331747,Introduction (khổ cuối),original article,in vivo,human,bioprocess_protein,,CTSD ,protein/gene,autophagy,biological_process,"""CatD has been shown to... play a unique role in autophagy (Marques et al., 2020).""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,34331747,Introduction (khổ cuối),original article,in vivo,human,bioprocess_protein,,CTSD ,protein/gene,apoptotic pathway,biological_process,"""CatD has been shown to... participate in the apoptotic pathway that is not related to caspase""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,34331747,Introduction (khổ cuối),original article,in vivo,human,bioprocess_protein,,CTSD ,protein/gene,degradation of unfolded or abnormal intracellular proteins,biological_process,"""the main functions of CatD include degradation of unfolded or abnormal intracellular proteins""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,34331747,Introduction (khổ cuối),original article,in vivo,human,cellcomp_protein,,CTSD ,protein/gene,lysosome,cellular_component,"""CatD... is an aspartyl proteinase in lysosome and is a member of the A1 family of peptidases.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,34331747,Introduction (khổ cuối),original article,in vivo,human,anatomy_protein_present,,CTSD ,protein/gene,brain,anatomy,"""CatD is ubiquitously expressed in all cells in human tissues and is highly expressed in the brain""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,34331747,Introduction (khổ cuối),original article,in vitro,cell line,protein_protein,,CTSD ,protein/gene,lysosomal-associated membrane protein 1,protein/gene,"""the CatD protein was co-localized with... the lysosome protein marker of lysosomal-associated membrane protein 1(LAMP1)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,34331747,Introduction (khổ cuối),original article,in vitro,cell line,protein_protein,,CTSD ,protein/gene,protein disulfide isomerase,protein/gene,"""the CatD protein was co-localized with the ER protein marker of protein disulfide isomer-ase (PDI)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,34331747,Introduction (khổ cuối),original article,in vitro,human,disease_protein,mutation,Neuronal Ceroid Lipofuscinoses,disease,CTSD,protein/gene,"""Here, we report the novel variant c.863 A>G (p. Glu288Gly) of the CTSD gene in homozygous form, identified in a patient with an NCL-like disorder.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,34331747,Introduction (khổ cuối),original article,in vitro,human,cellcomp_protein,,cellular localization,cellular_component,CTSD,protein/gene,"""The effects of the variant on... cellular localization... were studied.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,34331747,Introduction (khổ cuối),original article,in vitro,human,cellcomp_protein,,enzymatic activity,molecular_function,CTSD,protein/gene,"""The effects of the variant on... and enzymatic activity were studied.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,34331747,Introduction (khổ cuối),original article,in vitro,human,bioprocess_protein,,CatD expression,biological_process,CTSD ,protein/gene,"""The effects of the variant on CatD expression... were studied.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,34331747,Introduction (khổ cuối),original article,in vitro,human,bioprocess_protein,,CatD maturation,biological_process,CTSD ,protein/gene,"""The effects of the variant on... maturation... were studied.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,34331747,Introduction (khổ cuối),original article,in vitro,human,protein_protein,,c.863A>G (p.Glu288Gly),protein/gene,CTSD ,protein/gene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,34382076,Abstract,original article,in vivo,human,disease_protein,mutation,DHDDS,protein/gene,neurodevelopmental and neurodegenerative disorder,disease,"""De novo DHDDS variants cause a neurodevelopmental and neurodegenerative disorder with myoclonus""",,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,34382076,Abstract,original article,in vivo,human,disease_phenotype_positive,,neurodevelopmental and neurodegenerative disorder,disease,generalized epilepsy,phenotype,"""Patients presented during infancy or childhood with a variable association of neurodevelopmental disorder, generalized epilepsy, action myoclonus/cortical tremor and ataxia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,34382076,Abstract,original article,in vivo,human,disease_phenotype_positive,,neurodevelopmental and neurodegenerative disorder,disease,action myoclonus,phenotype,"""Patients presented during infancy or childhood with a variable association of neurodevelopmental disorder, generalized epilepsy, action myoclonus/cortical tremor and ataxia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,34382076,Abstract,original article,ex vivo,human,pathology_anatomy_present,,Storage of lipidic material,pathology,myelinated fibres,anatomy,"""Storage of lipidic material and altered lysosomes were detected in myelinated fibres and fibroblasts""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,34382076,Abstract,original article,in vitro,cell line,molfunc_protein,,DHDDS,protein/gene,cis-prenyltransferase activity,molecular_function,"""Functional studies... confirmed that these changes affected the catalytic activity of the cis-PTase""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,34382076,Abstract,original article,in vitro,cell line,bioprocess_protein,,DHDDS,protein/gene,dolichol biosynthesis,biological_process,"""DHDDS encodes for the catalytic subunit (DHDDS) of the enzyme cis-prenyltransferase (cis-PTase), involved in dolichol biosynthesis""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,34382076,Introduction (khổ cuối),original article,in vivo,human,disease_protein,mutation,NUS1,protein/gene,neurodevelopmental and neurodegenerative disorder,disease,"""de novo variants in NUS1 have recently been associated with a clinical phenotype that overlaps with that described for de novo DHDDS pathogenic variants""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,34382076,Introduction (khổ cuối),original article,in vitro,cell line,bioprocess_bioprocess,,dolichol biosynthesis,biological_process,protein N-glycosylation,biological_process,"""cis-prenyltransferase... involved in dolichol biosynthesis and dolichol-dependent protein glycosylation""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,34382076,Abstract,original article,in vivo,human,disease_phenotype_positive,,neurodevelopmental and neurodegenerative disorder,disease,ataxia,phenotype,"""Patients presented... with a variable association of... action myoclonus/cortical tremor and ataxia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,34382076,Abstract,original article,in vivo,human,disease_phenotype_positive,,neurodevelopmental and neurodegenerative disorder,disease,cognitive deterioration,phenotype,"""experienced a slow neurological decline with the emergence of... cognitive deterioration""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,34382076,Abstract,original article,in vivo,human,disease_phenotype_positive,,neurodevelopmental and neurodegenerative disorder,disease,psychiatric disturbances,phenotype,"""experienced a slow neurological decline with the emergence of... psychiatric disturbances""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,34382076,Abstract,original article,in vivo,human,pathology_anatomy_present,,Storage of lipidic material,pathology,fibroblasts,anatomy,"""Storage of lipidic material and altered lysosomes were detected in myelinated fibres and fibroblasts""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,34382076,Abstract,original article,in vivo,human,pathology_anatomy_present,,altered lysosomes,pathology,myelinated fibres,anatomy,"""Storage of lipidic material and altered lysosomes were detected in myelinated fibres""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,34382076,Abstract,original article,in vivo,human,cellcomp_protein,,DHDDS,protein/gene,endoplasmic reticulum,cellular_component,"""involved in dolichol biosynthesis and dolichol-dependent protein glycosylation in the endoplasmic reticulum""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,34382076,Abstract,original article,in vivo,human,bioprocess_protein,,protein glycosylation,biological_process,DHDDS,protein/gene,"""involved in dolichol biosynthesis and dolichol-dependent protein glycosylation""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,34382076,Abstract,original article,in vivo,human,disease_protein,mutation,retinitis pigmentosa 59,disease,DHDDS,protein/gene,"""An autosomal recessive form of retinitis pigmentosa (retinitis pigmentosa 59) has been associated with a recurrent DHDDS variant""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,34382076,Abstract,original article,in vivo,human,disease_disease,,neurodevelopmental and neurodegenerative disorder,disease,genetic progressive encephalopathies with myoclonus,disease,"""clinically belongs to the spectrum of genetic progressive encephalopathies with myoclonus""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,34382076,Introduction (khổ cuối),original article,in vivo,human,protein_protein,,NgBR,protein/gene,DHDDS,protein/gene,"""confirmed the role of the NgBR/DHDDS complex dysfunction""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,34485593,Abstract,original article,in vivo,human,disease_protein,,Neuronal Ceroid-Lipofuscinoses,disease,lysosomal function,biological_process,Neuronal ceroid lipofuscinosis (NCL) is a family of neurodegenerative diseases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,34485593,Abstract,original article,in vivo,human,protein_protein,mutation,CNL11,protein/gene,progranulin,protein/gene,"One variant, CNL11, is caused by mutations to the gene encoding the protein progranulin, which regulates neuronal lysosomal function",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,34485593,Abstract,original article,in vivo,human,protein_protein,,progranulin,protein/gene,lysosomal,protein/gene,"One variant, CNL11, is caused by mutations to the gene encoding the protein progranulin, which regulates neuronal lysosomal function",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,34485593,Abstract,original article,in vivo,human,disease_protein,,Neuronal ceroid lipofuscinosis,disease,progranulin,protein/gene,"One variant, CNL11, is caused by mutations to the gene encoding the protein progranulin, which regulates neuronal lysosomal function",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,34485593,Abstract,original article,in vivo,mice,phenotype_protein,,progranulin,protein/gene,cerebellar atrophy,phenotype,"Absence of progranulin causes cerebellar atrophy, seizures, dementia, and vision loss.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,34485593,Abstract,original article,in vivo,mice,phenotype_protein,,progranulin,protein/gene,seizures,phenotype,"Absence of progranulin causes cerebellar atrophy, seizures, dementia, and vision loss.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,34485593,Abstract,original article,in vivo,human,phenotype_protein,,progranulin,protein/gene,dematia,phenotype,"Absence of progranulin causes cerebellar atrophy, seizures, dementia, and vision loss.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,34485593,Abstract,original article,in vivo,human,phenotype_protein,,progranulin,protein/gene,vision loss,phenotype,"Absence of progranulin causes cerebellar atrophy, seizures, dementia, and vision loss.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,34485593,Abstract,original article,in vivo,mice,phenotype_protein,,progranulin,protein/gene,reduction in lipofuscin deposits,phenotype,"Mice heterologously expressing progranulin showed a reduction in lipofuscin deposits and microglia infiltration.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,34485593,Abstract,original article,in vivo,human,phenotype_protein,,progranulin,protein/gene,reduction in microglia infiltration,phenotype,Mice heterologously expressing progranulin showed a reduction in lipofuscin deposits and microglia infiltration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,34485593,Abstract,original article,in vivo,human,drug_effect,,AAV92YF-scCAG-PGRN,drug,reduction in retina thinning,phenotype,"While mice that receive systemic AAV92YFscCAG-PGRN at post-natal day 3 or 4 show a reduction in retina thinning, mice injected intravitreally at months 1...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,34485593,Abstract,original article,in vivo,human,disease_disease,,neurodegenerative diseases,disease,Neuronal Ceroid-Lipofuscinoses,disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,34491000,Abstract,case report,in vivo,human,disease_disease,,neurodegenerative disorders,disease,Neuronal Ceroid-Lipofuscinoses,disease,Neuronal ceroid lipofuscinoses (NCLs) form a clinically and genetically heterogeneous group of inherited neurodegenerative disorders that share common neuropathological features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,34491000,Abstract,case report,in vivo,human,disease_protein,,NEURONAL CEROID LIPOFUSCINOSIS DUE TO CATHEPSIN D DEFICIENCY,disease,CTSD,protein/gene,They are classically due to mutations in the CTSD gene (the CLN10 disease),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,34491000,Abstract,case report,in vivo,human,disease_phenotype_positive,,Neuronal Ceroid-Lipofuscinoses,disease,severe microcephaly,phenotype,"Affected newborns usually present severe microcephaly, seizures and respiratory failure leading to death within the first postnatal days or weeks.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,34491000,Abstract,case report,in vivo,human,disease_phenotype_positive,,Neuronal Ceroid-Lipofuscinoses,disease,seizures,phenotype,"Affected newborns usually present severe microcephaly, seizures and respiratory failure leading to death within the first postnatal days or weeks.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,34491000,Abstract,case report,in vivo,human,disease_phenotype_positive,,Neuronal Ceroid-Lipofuscinoses,disease,respiratory failure,phenotype,"Affected newborns usually present severe microcephaly, seizures and respiratory failure leading to death within the first postnatal days or weeks.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,34491000,Abstract,case report,in vivo,human,disease_protein,,Neuronal Ceroid-Lipofuscinoses,disease,CTSD,protein/gene,Cathepsin D activity was reduced in the cultured fibroblasts of this patient.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,34491000,Abstract,case report,in vivo,human,disease_phenotype_positive,,Neuronal Ceroid-Lipofuscinoses,disease,diffuse neurodegeneration,phenotype,"Congenital NCL related to CTSD mutations is a neuronal storage disorder that produces in the developing brain diffuse neurodegeneration and white matter atrophy resulting in a progressive and rapidly lethal microcephaly.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,34491000,Introduction (khổ cuối),case report,in vivo,human,phenotype_protein,,brain abnormalities,phenotype,homozygous CTSD variant,protein/gene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,34491000,Introduction (khổ cuối),case report,in vivo,human,disease_phenotype_positive,,Neuronal Ceroid-Lipofuscinoses,disease,brain abnormalities,phenotype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,34491000,Introduction (khổ cuối),case report,in vivo,human,disease_protein,,Neuronal Ceroid-Lipofuscinoses,disease,CTSD mutations,protein/gene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,34491000,Introduction (khổ cuối),case report,in vivo,human,disease_phenotype_positive,,Neuronal Ceroid-Lipofuscinoses,disease,death,phenotype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,34491000,Introduction (khổ cuối),case report,in vivo,human,phenotype_phenotype,,respiratory failure,phenotype,death,phenotype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,34491000,Introduction (khổ cuối),case report,in vivo,human,phenotype_phenotype,,neurological deterioration,phenotype,death,phenotype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,34491000,Introduction (khổ cuối),case report,in vivo,human,disease_phenotype_positive,,Neuronal Ceroid-Lipofuscinoses,disease,white matter atrophy,phenotype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,34532411,Abstract,original article,in vivo,mice,disease_phenotype_positive,,"CEROID LIPOFUSCINOSIS, NEURONAL, 8",disease,motor neuron degeneration ,phenotype,"To date, murine models of ocular disease associated with ceroid lipofuscinosis type 8 have only been characterized in motor neuron degeneration mice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,34532411,Abstract,original article,in vivo,mice,phenotype_phenotype,,Retinal degeneration,phenotype,retinal pigment epithelium mottling,phenotype,"Retinal degeneration characterized by retinal pigment epithelium mottling, scattered drusen, and retinal vascular attenuation was noted in all Cln8−/− mice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,34532411,Abstract,original article,in vivo,mice,phenotype_protein,,"CEROID LIPOFUSCINOSIS, NEURONAL, 8",disease,thinning of the whole retina,phenotype,"Loss of inner and outer photoreceptor segment demarcation was noted on optical coherence tomography, with significant thinning of the whole retina... [in] Cln8−/− mice.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
