Unnamed: 0,entity1,entity2,entity_type1,entity_type2,Relation,PMID,entity1_status,entity2_status,entity1_suggested_name,entity2_suggested_name,second_search_suggested_name,entity1_expert_accepted,entity1_expert_suggested_name,entity1_expert_cui,entity1_expert_resolution,entity2_expert_accepted,entity2_expert_suggested_name,entity2_expert_cui,entity2_expert_resolution,mapping_version
530,Niemann-Pick disease type C,ETFDH,disease,protein/gene,disease_protein,40504793,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
531,Niemann-Pick disease type C,SNRNP200,disease,protein/gene,disease_protein,40504793,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
532,Niemann-Pick disease type C,DOCK1,disease,protein/gene,disease_protein,40504793,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
533,Niemann-Pick disease type C,neurological involvement,disease,protein/gene,disease_protein,40504793,in_kg,C4283760,,,,,,,,,,,,v2_expert_merged
534,Niemann-Pick disease type C,SLC4A5,disease,protein/gene,disease_protein,40504793,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
535,Niemann-Pick disease type C,Hepatosplenomegaly,disease,phenotype,disease_phenotype_positive,40504793,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
536,Niemann-Pick disease type C,Jaundice,disease,phenotype,disease_phenotype_positive,40504793,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
537,Niemann-Pick disease type C,Vertical supranuclear gaze palsy,disease,phenotype,disease_phenotype_positive,40504793,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
538,Niemann-Pick disease type C,Ataxia,disease,phenotype,disease_phenotype_positive,40504793,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
555,Liver,CD68,anatomy,protein/gene,anatomy_protein_present,36265573,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
561,autosomal recessive neurodegenerative disease,Niemann-Pick disease type C,disease,disease,disease_disease,37989569,C1858114|C2751842,in_kg,autosomal recessive Parkinson disease,,autosomal recessive Parkinson disease,,,,,,,,,v2_expert_merged
562,parkinsonism,NPC1,phenotype,protein/gene,phenotype_protein,37989569,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
563,dementia,NPC1,phenotype,protein/gene,phenotype_protein,37989569,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
567,psychiatric symptoms,NPC1,phenotype,protein/gene,phenotype_protein,34420959,C0233401,in_kg,,,,,,,,,,,,v2_expert_merged
568,psychiatric symptoms,NPC2,phenotype,protein/gene,phenotype_protein,34420959,C0233401,in_kg,,,,,,,,,,,,v2_expert_merged
574,bone marrow,Foam cells,anatomy,pathology,anatomy_protein_present,35038048,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
575,liver,Foam cells,anatomy,pathology,anatomy_protein_present,35038048,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
576,spleen biospies,Foam cells,anatomy,pathology,anatomy_protein_present,35038048,C0037993,in_kg,spleen,,spleen,True,,,expert_cui,,,,,v2_expert_merged
618,β-cyclodextrin,Accumulation of unesterified cholesterol,drug,phenotype,drug_effect,36447062,C0046237,C3553603|C5937001,,Unesterified cholesterol accumulation in cultured fibroblasts,Unesterified cholesterol accumulation in cultured fibroblasts,,,,,,,,,v2_expert_merged
625,mitochondrial function,NPC1,biological_process,protein/gene,bioprocess_protein,36447062,C5574978,in_kg,,,,,,,,,,,,v2_expert_merged
629,Niemann-Pick Disease Type C,NPC1,disease,protein/gene,disease_protein,36182715,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
630,Niemann-Pick Disease Type C,NPC2,disease,protein/gene,disease_protein,36182715,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
632,Niemann-Pick Disease Type C,progressive neurodegeneration,disease,phenotype,disease_phenotype_positive,36182715,in_kg,C0154671|C1854838,,Cerebral degeneration,Cerebral degeneration,,,,,,,,,v2_expert_merged
633,Niemann-Pick Disease Type C,hepatosplenomegaly,disease,phenotype,disease_phenotype_positive,36182715,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
634,Niemann-Pick Disease Type C,accumulation of unesterified cholesterol,disease,phenotype,disease_phenotype_positive,36182715,in_kg,C3553603|C5937001,,Unesterified cholesterol accumulation in cultured fibroblasts,Unesterified cholesterol accumulation in cultured fibroblasts,,,,,,,,,v2_expert_merged
639,Niemann-Pick Disease Type C,high level of unesrerified cholesterol,disease,phenotype,disease_phenotype_positive,36182715,in_kg,C1291155,,Elevated cholesterol ester level,Elevated cholesterol ester level,,,,,False,Intracellular accumulation of unesterified cholesterol,C3553603,not_accepted,v2_expert_merged
640,Niemann-Pick Disease Type C,low levels of esterified cholesterols,disease,phenotype,disease_phenotype_positive,36182715,in_kg,C1857956,,"low density lipoprotein cholesterol, mild elevation of","low density lipoprotein cholesterol, mild elevation of",,,,,True,,,expert_cui,v2_expert_merged
641,Niemann-Pick Disease Type C,low levels of long-chain fatty acids,disease,phenotype,disease_phenotype_positive,36182715,in_kg,C3279397,,Very long chain fatty acid accumulation,Very long chain fatty acid accumulation,,,,,True,,,expert_cui,v2_expert_merged
652,2-hydroxypropyl-β-cyclodextrin,cholesterol metabolism,drug,phenotype,drug_bioprocess,36279795,C0046237,C1156530,,,,,,,,,,,,v2_expert_merged
657,2-hydroxypropyl-β-cyclodextrin,hypersensitivity pneumonitis,drug,phenotype,drug_effect,36279795,C0046237,in_kg,,,,,,,,,,,,v2_expert_merged
658,2-hydroxypropyl-β-cyclodextrin,hearing loss,drug,phenotype,drug_effect,36279795,C0046237,C0018772,,,,,,,,,,,,v2_expert_merged
664,cholesterol homeostasis,NPC1,biological_process,protein/gene, bioprocess_protein,37602789,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
665,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,40026274,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
666,Niemann-Pick disease type C,NPC2,disease,protein/gene,disease_protein,40026274,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
671,Niemann-Pick disease type C,Splenomegaly,disease,phenotype,disease_phenotype_positive,40026274,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
672,Niemann-Pick disease type C,Vertical supranuclear gaze palsy,disease,phenotype,disease_phenotype_positive,40026274,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
690,lysosomal storage disorder,Niemann-Pick Disease Type C,disease,disease,disease_disease,34993563,C0085078,in_kg,lysosomal storage disease,,lysosomal storage disease,,,,,,,,,v2_expert_merged
691,Niemann-Pick Disease Type C,NPC1,disease,protein/gene,disease_protein,34993563,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
692,Niemann-Pick Disease Type C,NPC2,disease,protein/gene,disease_protein,34993563,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
704,Niemann-Pick Disease Type C,eye movement abnormalities,disease,phenotype,disease_phenotype_positive,34993563,in_kg,C0497202,,Abnormality of eye movement,Abnormality of eye movement,,,,,,,,,v2_expert_merged
705,eye movement abnormalities,vertical supranuclear gaze palsy,phenotype,phenotype,phenotype_phenotype,34993563,C0497202,in_kg,Abnormality of eye movement,,Abnormality of eye movement,,,,,,,,,v2_expert_merged
706,eye movement abnormalities,vertical slow saccades,phenotype,phenotype,phenotype_phenotype,34993563,C0497202,C1856477|C4011795,Abnormality of eye movement,Slowed horizontal saccades,entity1:Abnormality of eye movement|entity2:Slowed horizontal saccades,,,,,,,,,v2_expert_merged
707,Niemann-Pick Disease Type C,ataxia,disease,phenotype,disease_phenotype_positive,34993563,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
708,Niemann-Pick Disease Type C,NPC1,disease,protein/gene,disease_protein,39102515,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
709,Niemann-Pick Disease Type C,NPC2,disease,protein/gene,disease_protein,39102515,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
710,Infertility,NPC1,phenotype,protein/gene,phenotype_protein,39102515,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
718,inborn error of metabolism,Niemann-Pick Disease Type C,disease,disease,disease_disease,35487270,C0025521,in_kg,inborn errors of metabolism,,inborn errors of metabolism,,,,,,,,,v2_expert_merged
719,lysosomal storage disease,Niemann-Pick Disease Type C,disease,disease,disease_disease,35487270,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
723,Niemann-Pick Disease Type C,visceral symptoms,disease,phenotype,disease_phenotype_positive,35487270,in_kg,C1405869,,,,,,,,,,,,v2_expert_merged
724,Niemann-Pick Disease Type C,neurological symptoms,disease,phenotype,disease_phenotype_positive,35487270,in_kg,C0235031,,,,,,,,,,,,v2_expert_merged
736,cholesterol transport,NPC1,biological_process,protein/gene, bioprocess_protein,37032242,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
737,Niemann-Pick disease type C,lysosomal storage disorder,disease,phenotype,disease_phenotype_positive,37032242,in_kg,C0085078,,lysosomal storage disease,lysosomal storage disease,,,,,,,,,v2_expert_merged
740,Niemann-Pick disease type C,synucleinopathies,disease,disease,disease_disease,37032242,in_kg,C5191670,,synucleinopathy,synucleinopathy,,,,,,,,,v2_expert_merged
741,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,37032242,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
742,Niemann-Pick disease type C,lysosomal storage disorder,disease,disease,disease_disease,40898442,in_kg,C0085078,,lysosomal storage disease,lysosomal storage disease,,,,,,,,,v2_expert_merged
744,Niemann-Pick disease type C,miglustat,disease,drug,indication,40898442,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
745,Niemann-Pick disease type C,lipid storage disorder,disease,disease,disease_disease,40898442,in_kg,C1410111|C5848057,,neutral lipid storage disease,neutral lipid storage disease,,,,,,,,,v2_expert_merged
746,Niemann-Pick disease type C,progressive neurodegeneration,disease,phenotype,disease_phenotype_positive,40898442,in_kg,C0154671|C1854838,,Cerebral degeneration,Cerebral degeneration,,,,,,,,,v2_expert_merged
749,Niemann-Pick disease type C,seizures,disease,phenotype,disease_phenotype_positive,40898442,in_kg,C0036572,,,,,,,,,,,,v2_expert_merged
751,Niemann-Pick disease type C,dystonia,disease,phenotype,disease_phenotype_positive,40898442,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
752,Niemann-Pick disease type C,spasticity,disease,phenotype,disease_phenotype_positive,40898442,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
753,Niemann-Pick disease type C,psychotic symptoms,disease,phenotype,disease_phenotype_positive,38581830,in_kg,C0871189,,,,,,,,,,,,v2_expert_merged
754,autoimmune encephalitis,psychotic symptoms,disease,phenotype,disease_phenotype_positive,38581830,in_kg,C0871189,,,,,,,,,,,,v2_expert_merged
759,Niemann-Pick disease type C,neurodegenerative disorder,disease,disease,disease_disease,38581830,in_kg,C0524851,,,,,,,,,,,,v2_expert_merged
761,Niemann-Pick disease type C,mood symptoms,disease,phenotype,disease_phenotype_positive,38581830,in_kg,C2232697,,,,,,,,,,,,v2_expert_merged
768,miglustat,Gaucher disease,drug,disease,indication,34304992,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
770,miglustat,GM1 gangliosidosis,drug,disease,off_label_use,34304992,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
781,Antipsychotics,Catatonia,drug,phenotype,drug_effect,39607035,C0040615,C0007398,,,,,,,,,,,,v2_expert_merged
782,Lamotrigine,Catatonia,drug,phenotype,indication,39607035,in_kg,C0007398,,,,,,,,,,,,v2_expert_merged
784,Lorazepam,Catatonia,drug,phenotype,indication,39607035,in_kg,C0007398,,,,,,,,,,,,v2_expert_merged
792,lorazepam,lamotrigine,drug,drug,drug_drug,39607035,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
804,Miglustat,low platelet count,drug,phenotype,drug_effect,39697013,in_kg,C0580317|C5201036,,Abnormal platelet count,Abnormal platelet count,,,,,,,,,v2_expert_merged
805,Miglustat,diarrhea,drug,phenotype,drug_effect,39697013,in_kg,C0011991,,,,,,,,,,,,v2_expert_merged
831,sphingolipidoses,7-ketocholesterol,disease,protein/gene,disease_protein,34303826,C0037899,C0049920|C5826780,sphingolipidosis,Abnormal circulating 7-dehydrocholesterol concentration,entity1:sphingolipidosis|entity2:Abnormal circulating 7-dehydrocholesterol concentration,,,,,,,,,v2_expert_merged
832,sphingolipidoses,chitotriosidase activity,disease,protein/gene,disease_protein,34303826,C0037899,C5937366,sphingolipidosis,Elevated circulating chitotriosidase activity,entity1:sphingolipidosis|entity2:Elevated circulating chitotriosidase activity,,,,,,,,,v2_expert_merged
848,neurodegenerative disorder,Niemann-Pick Disease Type C,disease,disease,disease_disease,38302739,C0524851,in_kg,,,,,,,,,,,,v2_expert_merged
849,Niemann-Pick Disease Type C,NPC1,disease,protein/gene,disease_protein,38302739,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
856,miglustat,Niemann-Pick Disease Type C,drug,disease,indication,38302739,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
858,lysosomal storage disorder,Niemann-Pick Disease Type C,disease,disease,disease_disease,34526163,C0085078,in_kg,lysosomal storage disease,,lysosomal storage disease,,,,,,,,,v2_expert_merged
860,Niemann-Pick Disease Type C,vertical supranuclear gaze palsy,disease,phenotype,disease_phenotype_positive,34526163,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
861,Niemann-Pick Disease Type C,NPC1,disease,protein/gene,disease_protein,34526163,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
862,Niemann-Pick Disease Type C,NPC2,disease,protein/gene,disease_protein,34526163,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
863,Niemann-Pick Disease Type C,acute liver failure,disease,phenotype,disease_phenotype_positive,34526163,in_kg,C0162557,,Acute hepatic failure,Acute hepatic failure,,,,,,,,,v2_expert_merged
864,Niemann-Pick Disease Type C,respiratory failure,disease,phenotype,disease_phenotype_positive,34526163,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
866,lysosomal disorder,Niemann-Pick Disease Type C,phenotype,disease,disease_phenotype_positive,35853348,C5681043|C5848368,in_kg,disorder of lysosomal-related organelles,,disorder of lysosomal-related organelles,,,,,,,,,v2_expert_merged
867,Niemann-Pick Disease Type C,cognitive impairment,disease,phenotype,disease_phenotype_positive,35853348,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
870,Niemann-Pick Disease Type C,backward leaning during gait,disease,phenotype,disease_phenotype_positive,35853348,in_kg,C4703572,,Difficulty walking backward,Difficulty walking backward,,,,,False,Postural instability,C1843921,not_accepted,v2_expert_merged
871,Niemann-Pick Disease Type C,genetic condition,disease,disease,disease_disease,35853348,in_kg,C0019247|C0037277,,genetic skin disease,genetic skin disease,,,,,,,,,v2_expert_merged
872,Niemann-Pick Disease Type C,ataxia,disease,phenotype,disease_phenotype_positive,35853348,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
873,Niemann-Pick Disease Type C,myoclonus,disease,phenotype,disease_phenotype_positive,35853348,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
874,Niemann-Pick Disease Type C,dystonia presentations,disease,phenotype,disease_phenotype_positive,35853348,in_kg,C1848954,,Generalized dystonia,Generalized dystonia,,,,,True,,,expert_cui,v2_expert_merged
884,Niemann-Pick Disease Type C,grey matter loss in the thalami,disease,phenotype,disease_phenotype_positive,37612148,in_kg,C5826815,,Focal necrotic thalamus lesion,Focal necrotic thalamus lesion,,,,,True,,,expert_cui,v2_expert_merged
889,miglustat,Niemann-Pick Disease Type C,drug,disease,indication,34879185,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
890,miglustat,weight loss,drug,phenotype,drug_effect,34879185,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
891,miglustat,gastrointestinal alterations,drug,phenotype,drug_effect,34879185,in_kg,C5933904,,,,,,,,,,,,v2_expert_merged
892,Niemann-Pick Disease Type C,weight loss,disease,phenotype,disease_phenotype_positive,34879185,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
893,Niemann-Pick Disease Type C,gastrointestinal alterations,disease,phenotype,disease_phenotype_positive,34879185,in_kg,C5933904,,,,,,,,,,,,v2_expert_merged
895,Niemann-Pick Disease Type C,genetic disorder,disease,disease,disease_disease,34879185,in_kg,C0019247|C0037277,,genetic skin disease,genetic skin disease,,,,,,,,,v2_expert_merged
899,cholesterol,lysosomes,exposure,cellular_component,exposure_cellcomp,34879185,in_kg,C0024369,,,,,,,,,,,,v2_expert_merged
900,cholesterol,lysosomes,chemical,cellular_component,bioprocess_cellcompt,34879185,in_kg,C0024369,,,,,,,,,,,,v2_expert_merged
912,NPC2,NPC1,protein/gene,protein/gene,protein_protein,34455703,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
914,late endosomes,cholesterol accumulation,cellular_component,biological_process,cellcomp_bioprocess,34455703,C1166848,C5436605,,,,,,,,,,,,v2_expert_merged
918,Niemann-Pick Disease Type C,acute liver failure,disease,phenotype,disease_phenotype_positive,34455703,in_kg,C0162557,,Acute hepatic failure,Acute hepatic failure,,,,,,,,,v2_expert_merged
919,Niemann-Pick Disease Type C,supranuclear gaze palsy,disease,phenotype,disease_phenotype_positive,34455703,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
920,Niemann-Pick Disease Type C,loss of developmental milestones,disease,phenotype,disease_phenotype_positive,34455703,in_kg,C1836550,,,,,,,,,,,,v2_expert_merged
921,Niemann-Pick Disease Type C,cholestasis,disease,phenotype,disease_phenotype_positive,34455703,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
922,Niemann-Pick Disease Type C,rapid progression of neurologic disease,disease,phenotype,disease_phenotype_positive,34455703,in_kg,C1854838,,Progressive neurologic deterioration,Progressive neurologic deterioration,,,,,True,,,expert_cui,v2_expert_merged
927,miglustat,neurologic deterioration,drug,phenotype,drug_effect,34455703,in_kg,C1854838|C4024908,,Rapid neurologic deterioration,Rapid neurologic deterioration,,,,,,,,,v2_expert_merged
929,neurodegenerative lysosomal disease,Niemann-Pick Disease Type C,disease,disease,disease_disease,35696615,C5680898,in_kg,lysosomal disease with epilepsy,,lysosomal disease with epilepsy,False,Lysosomal Storage Diseases,C0085078,not_accepted,,,,,v2_expert_merged
931,miglustat,Niemann-Pick Disease Type C,drug,disease,indication,35696615,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
933,Niemann-Pick Disease Type C,ocular apraxia,disease,phenotype,disease_phenotype_positive,35696615,in_kg,C1142448|C4693319,,Eyelid apraxia,Eyelid apraxia,,,,,,,,,v2_expert_merged
934,Niemann-Pick Disease Type C,ataxia,disease,phenotype,disease_phenotype_positive,35696615,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
935,Niemann-Pick Disease Type C,seizures,disease,phenotype,disease_phenotype_positive,35696615,in_kg,C0036572,,,,,,,,,,,,v2_expert_merged
936,Niemann-Pick Disease Type C,dementia,disease,phenotype,disease_phenotype_positive,35696615,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
937,Niemann-Pick Disease Type C,dementia developed,disease,phenotype,disease_phenotype_positive,35696615,in_kg,C3278182,,,,,,,,,,,,v2_expert_merged
938,Niemann-Pick Disease Type C,psychiatric symptoms,disease,phenotype,disease_phenotype_positive,35696615,in_kg,C0233401,,,,,,,,,,,,v2_expert_merged
940,miglustat,suspiciousness,drug,phenotype,drug_effect,35696615,in_kg,C0233519,,,,,,,,,,,,v2_expert_merged
941,miglustat,delusions,drug,phenotype,drug_effect,35696615,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
944,Niemann-Pick Disease Type C,splenomegaly,disease,phenotype,disease_phenotype_positive,36325261,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
945,Niemann-Pick Disease Type C,hepatomegaly,disease,phenotype,disease_phenotype_positive,36325261,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
946,Niemann-Pick Disease Type C,hypotonia,disease,phenotype,disease_phenotype_positive,36325261,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
947,Niemann-Pick Disease Type C,dystonia,disease,phenotype,disease_phenotype_positive,36325261,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
949,Niemann-Pick Disease Type C,neurological manifestations,disease,phenotype,disease_phenotype_positive,36325261,in_kg,C0027854,,,,,,,,,,,,v2_expert_merged
950,Niemann-Pick Disease Type C,dysmetria,disease,phenotype,disease_phenotype_positive,36325261,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
951,Niemann-Pick Disease Type C,dysarthria,disease,phenotype,disease_phenotype_positive,36325261,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
952,Niemann-Pick Disease Type C,dysphagia,disease,phenotype,disease_phenotype_positive,36325261,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
953,Niemann-Pick Disease Type C,vertical supranuclear gaze palsy,disease,phenotype,disease_phenotype_positive,36325261,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
954,Niemann-Pick Disease Type C,hearing loss,disease,phenotype,disease_phenotype_positive,36325261,in_kg,C0018772,,,,,,,,,,,,v2_expert_merged
955,Niemann-Pick Disease Type C,schizophrenia,disease,phenotype,disease_phenotype_positive,36325261,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
