,entity1,entity2,entity_type1,entity_type2,Relation,PMID,entity1_status,entity2_status,entity1_suggested_name,entity2_suggested_name,second_search_suggested_name
2029,NPC1,StARD9,protein/gene,protein/gene,protein_protein,36861884,in_kg,in_kg,,,
2030,Niemann-Pick Disease Type C,NPC2,disease,protein/gene,disease_protein,36861884,in_kg,in_kg,,,
2037,neurodegeneration,StARD9,phenotype,protein/gene,phenotype_protein,36861884,in_kg,in_kg,,,
2039,Niemann-Pick Disease Type C,lysosomal storage disorder,disease,disease,disease_disease,36920149,in_kg,C0085078,,lysosomal storage disease,lysosomal storage disease
2040,Niemann-Pick Disease Type C,progressive neurodegeneration,disease,phenotype,disease_phenotype_positive,36920149,in_kg,C0154671|C1854838,,Cerebral degeneration,Cerebral degeneration
2041,2-hydroxypropyl-beta-cyclodextrin,Niemann-Pick Disease Type C,drug,disease,indication,36920149,C0046237,in_kg,,,
2046,Niemann-Pick Disease Type C,SCARB2,disease,protein/gene,disease_protein,36920149,in_kg,in_kg,,,
2048,Niemann-Pick Disease Type C,LAMP2,disease,protein/gene,disease_protein,36920149,in_kg,in_kg,,,
2049,2-hydroxypropyl-beta-cyclodextrin,cholesterol storage,drug,phenotype,drug_effect,36920149,C0046237,in_kg,,,
2050,2-hydroxypropyl-beta-cyclodextrin,exocytosis,drug,biological_process,drug_bioprocess,36920149,C0046237,in_kg,,,
2052,Lithium,Niemann-Pick disease type C,drug,disease,indication,37128603,in_kg,in_kg,,,
2053,Lithium,improved ataxia,drug,phenotype,drug_effect,37128603,in_kg,C4302112,,acquired ataxia,acquired ataxia
2062,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,37128603,in_kg,in_kg,,,
2066,Lithium,improved behaviors,drug,phenotype,drug_bioprocess,37128603,in_kg,C4063022,,,
2085,CLN3,NPC2,protein/gene,protein/gene,protein_protein,37245481,in_kg,in_kg,,,
2088,Niemann-Pick disease type C,Progressive cerebellar ataxia,disease,phenotype,disease_phenotype_positive,37248494,in_kg,in_kg,,,
2094,Niemann-Pick Disease Type C,systemic iron abnormalities,disease,phenotype,disease_phenotype_positive,37348967,in_kg,C0235760,,Abnormal serum iron concentration,Abnormal serum iron concentration
2095,Niemann-Pick Disease Type C,neurodegenerative disorders,disease,phenotype,disease_phenotype_positive,37348967,in_kg,C0524851,,,
2098,iron deposition,pulvinar nucleus,pathology,anatomy,pathology_anatomy_present,37348967,C0333596,in_kg,,,
2099,Niemann-Pick Disease Type C,neurodegeneration,disease,phenotype,disease_phenotype_positive,37348967,in_kg,in_kg,,,
2100,Niemann-Pick Disease Type C,neurodegeneration,disease,phenotype,disease_phenotype_positive,37348967,in_kg,in_kg,,,
2101,thalamus,Niemann-Pick Disease Type C,anatomy,disease, anatomy_disease,37348967,C0039729,in_kg,,,
2102,striatum,Niemann-Pick Disease Type C,anatomy,disease, anatomy_disease,37348967,in_kg,in_kg,,,
2103,hippocampus,Niemann-Pick Disease Type C,anatomy,disease, anatomy_disease,37348967,C0019564|C1134421,in_kg,hippocampal field,,hippocampal field
2114,Ncr1,Cbr1,protein/gene,protein/gene,protein_protein,37440478,in_kg,in_kg,,,
2119,NPC1,cholesterol transport,protein/gene,biological_process, bioprocess_protein,37440478,in_kg,in_kg,,,
2120,Ncr1,cholesterol transport,protein/gene,biological_process, bioprocess_protein,37440478,in_kg,in_kg,,,
2121,Niemann-Pick Disease Type C,NPC1,disease,protein/gene, bioprocess_protein,37440478,in_kg,in_kg,,,
2122,Niemann-Pick Disease Type C,Ncr1,disease,protein/gene,disease_protein,37440478,in_kg,in_kg,,,
2161,2-hydroxypropyl-β-cyclodextrin,NPC1,drug,protein/gene,drug_protein,37407594,C0046237,in_kg,,,
2170,NPC1,intracellular cholesterol transport,protein/gene,biological_process, bioprocess_protein,37423302,in_kg,in_kg,,,
2173,NPC1,decreased pigmentation,protein/gene,phenotype,phenotype_protein,37423302,in_kg,C5205893,,,
2174,low expression tyrosinase,NPC1,phenotype,protein/gene,phenotype_protein,37423302,C3806150,in_kg,tyrosinase activity,,tyrosinase activity
2175,NPC1,decreased tyrosinase-related protein 1,protein/gene,phenotype,phenotype_protein,37423302,in_kg,C3806150,,tyrosinase activity,tyrosinase activity
2176,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,37458497,in_kg,in_kg,,,
2177,Niemann-Pick disease type C,NPC2,disease,protein/gene,disease_protein,37458497,in_kg,in_kg,,,
2178,Niemann-Pick disease type C,cholesterol accumulation,disease,phenotype,disease_phenotype_positive,37458497,in_kg,C5436605,,,
2183,Niemann-Pick disease type C,accumulation of unesterified cholesterol and glycolipids,disease,phenotype,phenotype_phenotype,37458497,in_kg,C5937001,,Unesterified cholesterol accumulation in cultured fibroblasts,Unesterified cholesterol accumulation in cultured fibroblasts
2184,NPC1,cholesterol accumulation,protein/gene,phenotype,phenotype_protein,37458497,in_kg,C5436605,,,
2185,NPC2,cholesterol accumulation,protein/gene,phenotype,phenotype_protein,37458497,in_kg,C5436605,,,
2186,Niemann-Pick disease type C,progressive neurodegeneration,disease,phenotype,disease_phenotype_positive,37480097,in_kg,C0154671|C1854838,,Cerebral degeneration,Cerebral degeneration
2187,Niemann-Pick disease type C,premature death,disease,phenotype,disease_phenotype_positive,37480097,in_kg,C1855073,,,
2188,miglustat,Niemann-Pick disease type C,drug,disease,indication,37480097,in_kg,in_kg,,,
2191,Niemann-Pick disease type C,loss of psychomotor acquisitions,disease,phenotype,disease_phenotype_positive,37480097,in_kg,C1856565,,Progressive psychomotor deterioration,Progressive psychomotor deterioration
2192,Niemann-Pick disease type C,neurological symptoms,disease,phenotype,disease_phenotype_positive,37480097,in_kg,C0235031,,,
2220,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,37539272,in_kg,in_kg,,,
2221,Niemann-Pick disease type C,NPC2,disease,protein/gene,disease_protein,37539272,in_kg,in_kg,,,
2224,Niemann-Pick disease type C,Cerebellar ataxia,disease,phenotype,disease_phenotype_positive,37539272,in_kg,C0007758|C0393525,,Progressive cerebellar ataxia,Progressive cerebellar ataxia
2225,deep cerebellar nuclei,Niemann-Pick disease type C,anatomy,disease, anatomy_disease,37539272,C0007763,in_kg,cerebellar nuclear complex,,cerebellar nuclear complex
2227,Niemann-Pick disease type C,Camk1d,disease,protein/gene,disease_protein,37539272,in_kg,in_kg,,,
2229,miglustat,Niemann-Pick disease type C,drug,disease,indication,37539272,in_kg,in_kg,,,
2242,deep cerebellar nuclei,cerebellum,anatomy,anatomy,anatomy_anatomy,37539272,C0007763,in_kg,cerebellar nuclear complex,,cerebellar nuclear complex
2249,Niemann-Pick disease type C,neurodegeneration,disease,phenotype,disease_phenotype_positive,37670901,in_kg,in_kg,,,
2250,hydroxypropyl-β-cyclodextrin,Niemann-Pick disease type C,drug,disease,indication,37670901,C0046237,in_kg,,,
2251,hydroxypropyl-β-cyclodextrin,cholesterol metabolism,drug,biological_process,drug_bioprocess,37670901,C0046237,C1156530,,,
2258,hydroxypropyl-β-cyclodextrin,improved speech,drug,phenotype,drug_effect,37670901,C0046237,C1848207|C2137065,,Poor speech,Poor speech
2276,cerebellum,Niemann-Pick Disease Type C,anatomy,disease,anatomy_disease,38254990,in_kg,in_kg,,,
2284,Fut2,Npc1,protein/gene,protein/gene,protein_protein,38550777,in_kg,in_kg,,,
2286,Fut2,decreased levels of adenosine 5′-triphosphate,protein/gene,phenotype,phenotype_protein,38550777,in_kg,C5826912,,Elevated erythrocyte adenosine triphosphate concentration,Elevated erythrocyte adenosine triphosphate concentration
2290,lysosomal storage disorder,Niemann-Pick Disease Type C,disease,disease,disease_disease,38599016,C0085078,in_kg,lysosomal storage disease,,lysosomal storage disease
2292,Niemann-Pick Disease Type C,impaired motor coordination,disease,phenotype,disease_phenotype_positive,38599016,in_kg,C0814161|C1867864,,Poor motor coordination,Poor motor coordination
2294,Niemann-Pick Disease Type C,cholesterol accumulation,disease,phenotype,disease_phenotype_positive,38599016,in_kg,C5436605,,,
2296,NPC1,decreased mitochondrial glutathione levels,protein/gene,phenotype,phenotype_protein,38599016,in_kg,C5826406,,Elevated circulating glutathione concentration,Elevated circulating glutathione concentration
2315,NPC1,transmembrane glycoprotein,protein/gene,cellular_component,protein_protein,38686625,in_kg,C3813203,,,
2316,cholesterol efflux,NPC1,biological_process,protein/gene, bioprocess_protein,38686625,in_kg,in_kg,,,
2324,synaptic vesicle recycling,NPC1,biological_process,protein/gene, bioprocess_protein,38686625,in_kg,in_kg,,,
2327,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,38712089,in_kg,in_kg,,,
2340,lysosomal cholesterol transport,calcium signaling pathways,cellular_component,biological_process,cellcomp_bioprocess,38737295,C2755531,C2984272,,,
2341,NPC1,calcium signaling pathways,protein/gene,pathway,disease_pathway,38737295,in_kg,C2984272,,,
2342,neurodegeneration,calcium signaling pathways,disease,pathway,disease_pathway,38737295,in_kg,C2984272,,,
2349,hereditary ataxia,NPC1,disease,protein/gene,disease_protein,38790666,in_kg,in_kg,,,
