atc,UMLS_from_label,UMLS_from_meddra,side_effect_name
C01EB10,C0025061,C0025061,Mediastinal disorder
C01EB10,C0027051,C0027051,Myocardial infarction
C01EB10,C0027051,C0948089,Acute coronary syndrome
C01EB10,C0027424,C0027424,Nasal congestion
C01EB10,C0027497,C0027497,Nausea
C01EB10,C0027769,C0027769,Nervousness
C01EB10,C0027769,C0233494,Tension
C01EB10,C0028643,C0278134,Sensory loss
C01EB10,C0028643,C0020580,Hypoaesthesia
C01EB10,C0030193,C0030193,Pain
C01EB10,C0030252,C0030252,Palpitations
C01EB10,C0030554,C0030554,Paraesthesia
C01EB10,C0033036,C0033036,Supraventricular extrasystoles
C01EB10,C0036454,C0036454,Scotoma
C01EB10,C0036572,C0036572,Convulsion
C01EB10,C0037188,C0037188,Sinoatrial block
C01EB10,C0037188,C2747891,Device capturing issue
C01EB10,C0038454,C0038454,Cerebrovascular accident
C01EB10,C0038990,C0020458,Hyperhidrosis
C01EB10,C0039070,C0041657,Loss of consciousness
C01EB10,C0039070,C0036974,Shock
C01EB10,C0039070,C0039070,Syncope
C01EB10,C0039231,C0039231,Tachycardia
C01EB10,C0039239,C0039239,Sinus tachycardia
C01EB10,C0040264,C0040264,Tinnitus
C01EB10,C0040479,C0040479,Torsade de pointes
C01EB10,C0040822,C0040822,Tremor
C01EB10,C0042109,C0042109,Urticaria
C01EB10,C0042510,C0042510,Ventricular fibrillation
C01EB10,C0042514,C0042514,Ventricular tachycardia
C01EB10,C0042963,C0042963,Vomiting
C01EB10,C0043352,C0043352,Dry mouth
C01EB10,C0085606,C0042023,Pollakiuria
C01EB10,C0085606,C0085606,Micturition urgency
C01EB10,C0085612,C0085612,Ventricular arrhythmia
C01EB10,C0085614,C0085614,Atrioventricular block first degree
C01EB10,C0085624,C0085624,Burning sensation
C01EB10,C0085633,C0085633,Mood swings
C01EB10,C0085633,C0233472,Affect lability
C01EB10,C0151517,C0151517,Atrioventricular block complete
C01EB10,C0151636,C0151636,Ventricular extrasystoles
C01EB10,C0151699,C0151699,Haemorrhage intracranial
C01EB10,C0151735,C0151735,Injection site reaction
C01EB10,C0151740,C0151740,Intracranial pressure increased
C01EB10,C0151744,C0151744,Myocardial ischaemia
C01EB10,C0162297,C0162297,Respiratory arrest
C01EB10,C0232124,C0340464,Extrasystoles
C01EB10,C0232487,C0232487,Abdominal discomfort
C01EB10,C0233485,C0003467,Anxiety
C01EB10,C0234215,C0234215,Discomfort
C01EB10,C0235169,C0085631,Agitation
C01EB10,C0235706,C0948594,Musculoskeletal discomfort
C01EB10,C0235710,C0235710,Chest discomfort
C01EB10,C0236071,C0236071,Throat tightness
C01EB10,C0240327,C0013378,Dysgeusia
C01EB10,C0264906,C0264906,Atrioventricular block second degree
C01EB10,C0344232,C0344232,Vision blurred
C01EB10,C0428977,C0428977,Bradycardia
C01EB10,C0494475,C0014549,Grand mal convulsion
C01EB10,C0497247,C0497247,Blood pressure increased
C01EB10,C0520886,C0520886,Electrocardiogram ST segment elevation
C01EB10,C0520887,C0520887,Electrocardiogram ST segment depression
C01EB10,C0541782,C0541782,Sinus arrest
C01EB10,C0854303,C0854303,Limb discomfort
C01EB10,C0948296,C0948296,Ear discomfort
C01EB10,C1145670,C1145670,Respiratory failure
C01EB10,C1956346,C1956346,Coronary artery disease
J05AB03,C0002792,C0002792,Anaphylactic shock
J05AB03,C0002994,C0002994,Angioedema
J05AB03,C0003578,C0003578,Apnoea
J05AB03,C0003811,C0003811,Arrhythmia
J05AB03,C0004093,C0004093,Asthenia
J05AB03,C0004238,C0004238,Atrial fibrillation
J05AB03,C0004245,C0004245,Atrioventricular block
J05AB03,C0004604,C0004604,Back pain
J05AB03,C0006266,C0006266,Bronchospasm
J05AB03,C0008031,C0008031,Chest pain
J05AB03,C0010200,C0010200,Cough
J05AB03,C0012833,C0012833,Dizziness
J05AB03,C0013144,C2830004,Somnolence
J05AB03,C0013404,C0013404,Dyspnoea
J05AB03,C0015230,C0015230,Rash
J05AB03,C0015230,C0011603,Dermatitis
J05AB03,C0016382,C0016382,Flushing
J05AB03,C0018681,C0018681,Headache
J05AB03,C0018790,C0018790,Cardiac arrest
J05AB03,C0018799,C0018799,Cardiac disorder
J05AB03,C0018801,C0018801,Cardiac failure
J05AB03,C0020517,C0020517,Hypersensitivity
J05AB03,C0020538,C0020538,Hypertension
J05AB03,C0020578,C0020578,Hyperventilation
J05AB03,C0020649,C0020649,Hypotension
J05AB03,C0025061,C0025061,Mediastinal disorder
J05AB03,C0027051,C0027051,Myocardial infarction
J05AB03,C0027051,C0948089,Acute coronary syndrome
J05AB03,C0027424,C0027424,Nasal congestion
J05AB03,C0027497,C0027497,Nausea
J05AB03,C0027769,C0027769,Nervousness
J05AB03,C0027769,C0233494,Tension
J05AB03,C0028643,C0278134,Sensory loss
J05AB03,C0028643,C0020580,Hypoaesthesia
J05AB03,C0030193,C0030193,Pain
J05AB03,C0030252,C0030252,Palpitations
J05AB03,C0030554,C0030554,Paraesthesia
J05AB03,C0033036,C0033036,Supraventricular extrasystoles
J05AB03,C0036454,C0036454,Scotoma
J05AB03,C0036572,C0036572,Convulsion
J05AB03,C0037188,C0037188,Sinoatrial block
J05AB03,C0037188,C2747891,Device capturing issue
J05AB03,C0038454,C0038454,Cerebrovascular accident
J05AB03,C0038990,C0020458,Hyperhidrosis
J05AB03,C0039070,C0041657,Loss of consciousness
J05AB03,C0039070,C0036974,Shock
J05AB03,C0039070,C0039070,Syncope
J05AB03,C0039231,C0039231,Tachycardia
J05AB03,C0039239,C0039239,Sinus tachycardia
J05AB03,C0040264,C0040264,Tinnitus
J05AB03,C0040479,C0040479,Torsade de pointes
J05AB03,C0040822,C0040822,Tremor
J05AB03,C0042109,C0042109,Urticaria
J05AB03,C0042510,C0042510,Ventricular fibrillation
J05AB03,C0042514,C0042514,Ventricular tachycardia
J05AB03,C0042963,C0042963,Vomiting
J05AB03,C0043352,C0043352,Dry mouth
J05AB03,C0085606,C0042023,Pollakiuria
J05AB03,C0085606,C0085606,Micturition urgency
J05AB03,C0085612,C0085612,Ventricular arrhythmia
J05AB03,C0085614,C0085614,Atrioventricular block first degree
J05AB03,C0085624,C0085624,Burning sensation
J05AB03,C0085633,C0085633,Mood swings
J05AB03,C0085633,C0233472,Affect lability
J05AB03,C0151517,C0151517,Atrioventricular block complete
J05AB03,C0151636,C0151636,Ventricular extrasystoles
J05AB03,C0151699,C0151699,Haemorrhage intracranial
J05AB03,C0151735,C0151735,Injection site reaction
J05AB03,C0151740,C0151740,Intracranial pressure increased
J05AB03,C0151744,C0151744,Myocardial ischaemia
J05AB03,C0162297,C0162297,Respiratory arrest
J05AB03,C0232124,C0340464,Extrasystoles
J05AB03,C0232487,C0232487,Abdominal discomfort
J05AB03,C0233485,C0003467,Anxiety
J05AB03,C0234215,C0234215,Discomfort
J05AB03,C0235169,C0085631,Agitation
J05AB03,C0235706,C0948594,Musculoskeletal discomfort
J05AB03,C0235710,C0235710,Chest discomfort
J05AB03,C0236071,C0236071,Throat tightness
J05AB03,C0240327,C0013378,Dysgeusia
J05AB03,C0264906,C0264906,Atrioventricular block second degree
J05AB03,C0344232,C0344232,Vision blurred
J05AB03,C0428977,C0428977,Bradycardia
J05AB03,C0494475,C0014549,Grand mal convulsion
J05AB03,C0497247,C0497247,Blood pressure increased
J05AB03,C0520886,C0520886,Electrocardiogram ST segment elevation
J05AB03,C0520887,C0520887,Electrocardiogram ST segment depression
J05AB03,C0541782,C0541782,Sinus arrest
J05AB03,C0854303,C0854303,Limb discomfort
J05AB03,C0948296,C0948296,Ear discomfort
J05AB03,C1145670,C1145670,Respiratory failure
J05AB03,C1956346,C1956346,Coronary artery disease
S01AD06,C0002792,C0002792,Anaphylactic shock
S01AD06,C0002994,C0002994,Angioedema
S01AD06,C0003578,C0003578,Apnoea
S01AD06,C0003811,C0003811,Arrhythmia
S01AD06,C0004093,C0004093,Asthenia
S01AD06,C0004238,C0004238,Atrial fibrillation
S01AD06,C0004245,C0004245,Atrioventricular block
S01AD06,C0004604,C0004604,Back pain
S01AD06,C0006266,C0006266,Bronchospasm
S01AD06,C0008031,C0008031,Chest pain
S01AD06,C0010200,C0010200,Cough
S01AD06,C0012833,C0012833,Dizziness
S01AD06,C0013144,C2830004,Somnolence
S01AD06,C0013404,C0013404,Dyspnoea
S01AD06,C0015230,C0015230,Rash
S01AD06,C0015230,C0011603,Dermatitis
S01AD06,C0016382,C0016382,Flushing
S01AD06,C0018681,C0018681,Headache
S01AD06,C0018790,C0018790,Cardiac arrest
S01AD06,C0018799,C0018799,Cardiac disorder
S01AD06,C0018801,C0018801,Cardiac failure
S01AD06,C0020517,C0020517,Hypersensitivity
S01AD06,C0020538,C0020538,Hypertension
S01AD06,C0020578,C0020578,Hyperventilation
S01AD06,C0020649,C0020649,Hypotension
S01AD06,C0025061,C0025061,Mediastinal disorder
S01AD06,C0027051,C0027051,Myocardial infarction
S01AD06,C0027051,C0948089,Acute coronary syndrome
S01AD06,C0027424,C0027424,Nasal congestion
S01AD06,C0027497,C0027497,Nausea
S01AD06,C0027769,C0027769,Nervousness
S01AD06,C0027769,C0233494,Tension
S01AD06,C0028643,C0278134,Sensory loss
S01AD06,C0028643,C0020580,Hypoaesthesia
S01AD06,C0030193,C0030193,Pain
S01AD06,C0030252,C0030252,Palpitations
S01AD06,C0030554,C0030554,Paraesthesia
S01AD06,C0033036,C0033036,Supraventricular extrasystoles
S01AD06,C0036454,C0036454,Scotoma
S01AD06,C0036572,C0036572,Convulsion
S01AD06,C0037188,C0037188,Sinoatrial block
S01AD06,C0037188,C2747891,Device capturing issue
S01AD06,C0038454,C0038454,Cerebrovascular accident
S01AD06,C0038990,C0020458,Hyperhidrosis
S01AD06,C0039070,C0041657,Loss of consciousness
S01AD06,C0039070,C0036974,Shock
S01AD06,C0039070,C0039070,Syncope
S01AD06,C0039231,C0039231,Tachycardia
S01AD06,C0039239,C0039239,Sinus tachycardia
S01AD06,C0040264,C0040264,Tinnitus
S01AD06,C0040479,C0040479,Torsade de pointes
S01AD06,C0040822,C0040822,Tremor
S01AD06,C0042109,C0042109,Urticaria
S01AD06,C0042510,C0042510,Ventricular fibrillation
S01AD06,C0042514,C0042514,Ventricular tachycardia
S01AD06,C0042963,C0042963,Vomiting
S01AD06,C0043352,C0043352,Dry mouth
S01AD06,C0085606,C0042023,Pollakiuria
S01AD06,C0085606,C0085606,Micturition urgency
S01AD06,C0085612,C0085612,Ventricular arrhythmia
S01AD06,C0085614,C0085614,Atrioventricular block first degree
S01AD06,C0085624,C0085624,Burning sensation
S01AD06,C0085633,C0085633,Mood swings
S01AD06,C0085633,C0233472,Affect lability
S01AD06,C0151517,C0151517,Atrioventricular block complete
S01AD06,C0151636,C0151636,Ventricular extrasystoles
S01AD06,C0151699,C0151699,Haemorrhage intracranial
S01AD06,C0151735,C0151735,Injection site reaction
S01AD06,C0151740,C0151740,Intracranial pressure increased
S01AD06,C0151744,C0151744,Myocardial ischaemia
S01AD06,C0162297,C0162297,Respiratory arrest
S01AD06,C0232124,C0340464,Extrasystoles
S01AD06,C0232487,C0232487,Abdominal discomfort
S01AD06,C0233485,C0003467,Anxiety
S01AD06,C0234215,C0234215,Discomfort
S01AD06,C0235169,C0085631,Agitation
S01AD06,C0235706,C0948594,Musculoskeletal discomfort
S01AD06,C0235710,C0235710,Chest discomfort
S01AD06,C0236071,C0236071,Throat tightness
S01AD06,C0240327,C0013378,Dysgeusia
S01AD06,C0264906,C0264906,Atrioventricular block second degree
S01AD06,C0344232,C0344232,Vision blurred
S01AD06,C0428977,C0428977,Bradycardia
S01AD06,C0494475,C0014549,Grand mal convulsion
S01AD06,C0497247,C0497247,Blood pressure increased
S01AD06,C0520886,C0520886,Electrocardiogram ST segment elevation
S01AD06,C0520887,C0520887,Electrocardiogram ST segment depression
S01AD06,C0541782,C0541782,Sinus arrest
S01AD06,C0854303,C0854303,Limb discomfort
S01AD06,C0948296,C0948296,Ear discomfort
S01AD06,C1145670,C1145670,Respiratory failure
S01AD06,C1956346,C1956346,Coronary artery disease
A12AA07,C0000833,C0000833,Abscess
A12AA07,C0001122,C0001122,Acidosis
A12AA07,C0004093,C0004093,Asthenia
A12AA07,C0007682,C0027765,Nervous system disorder
A12AA07,C0009421,C0009421,Coma
A12AA07,C0009676,C0009676,Confusional state
A12AA07,C0009676,C1443060,Feeling abnormal
A12AA07,C0011175,C0011175,Dehydration
A12AA07,C0012833,C0012833,Dizziness
A12AA07,C0013604,C0013604,Oedema
A12AA07,C0015376,C0015376,Extravasation
A12AA07,C0015967,C0015967,Body temperature increased
A12AA07,C0018681,C0018681,Headache
A12AA07,C0018802,C0018802,Cardiac failure congestive
A12AA07,C0019054,C0019054,Haemolysis
A12AA07,C0020488,C0020488,Hypernatraemia
A12AA07,C0020538,C0020538,Hypertension
A12AA07,C0020621,C0020621,Hypokalaemia
A12AA07,C0022107,C0022107,Irritability
A12AA07,C0027540,C0027540,Necrosis
A12AA07,C0030193,C0030193,Pain
A12AA07,C0031542,C0031542,Phlebitis
A12AA07,C0034065,C0034065,Pulmonary embolism
A12AA07,C0036104,C0037036,Salivary hypersecretion
A12AA07,C0036572,C0036572,Convulsion
A12AA07,C0036974,C0036974,Shock
A12AA07,C0039231,C0039231,Tachycardia
A12AA07,C0039971,C0039971,Thirst
A12AA07,C0040046,C0040046,Thrombophlebitis
A12AA07,C0041657,C0041657,Loss of consciousness
A12AA07,C0042487,C0042487,Venous thrombosis
A12AA07,C0085631,C0085631,Agitation
A12AA07,C0234233,C0234233,Tenderness
A12AA07,C0423153,C0152227,Lacrimation increased
A12AA07,C0542203,C0268000,Fluid retention
A12AA07,C0546817,C0546817,Fluid overload
A12AA07,C1145670,C1145670,Respiratory failure
A12AA07,C2830004,C2830004,Somnolence
A12BA01,C0000833,C0000833,Abscess
A12BA01,C0001122,C0001122,Acidosis
A12BA01,C0004093,C0004093,Asthenia
A12BA01,C0007682,C0027765,Nervous system disorder
A12BA01,C0009421,C0009421,Coma
A12BA01,C0009676,C0009676,Confusional state
A12BA01,C0009676,C1443060,Feeling abnormal
A12BA01,C0011175,C0011175,Dehydration
A12BA01,C0012833,C0012833,Dizziness
A12BA01,C0013604,C0013604,Oedema
A12BA01,C0015376,C0015376,Extravasation
A12BA01,C0015967,C0015967,Body temperature increased
A12BA01,C0018681,C0018681,Headache
A12BA01,C0018802,C0018802,Cardiac failure congestive
A12BA01,C0019054,C0019054,Haemolysis
A12BA01,C0020488,C0020488,Hypernatraemia
A12BA01,C0020538,C0020538,Hypertension
A12BA01,C0020621,C0020621,Hypokalaemia
A12BA01,C0022107,C0022107,Irritability
A12BA01,C0027540,C0027540,Necrosis
A12BA01,C0030193,C0030193,Pain
A12BA01,C0031542,C0031542,Phlebitis
A12BA01,C0034065,C0034065,Pulmonary embolism
A12BA01,C0036104,C0037036,Salivary hypersecretion
A12BA01,C0036572,C0036572,Convulsion
A12BA01,C0036974,C0036974,Shock
A12BA01,C0039231,C0039231,Tachycardia
A12BA01,C0039971,C0039971,Thirst
A12BA01,C0040046,C0040046,Thrombophlebitis
A12BA01,C0041657,C0041657,Loss of consciousness
A12BA01,C0042487,C0042487,Venous thrombosis
A12BA01,C0085631,C0085631,Agitation
A12BA01,C0234233,C0234233,Tenderness
A12BA01,C0423153,C0152227,Lacrimation increased
A12BA01,C0542203,C0268000,Fluid retention
A12BA01,C0546817,C0546817,Fluid overload
A12BA01,C1145670,C1145670,Respiratory failure
A12BA01,C2830004,C2830004,Somnolence
A12CA01,C0000833,C0000833,Abscess
A12CA01,C0001122,C0001122,Acidosis
A12CA01,C0004093,C0004093,Asthenia
A12CA01,C0007682,C0027765,Nervous system disorder
A12CA01,C0009421,C0009421,Coma
A12CA01,C0009676,C0009676,Confusional state
A12CA01,C0009676,C1443060,Feeling abnormal
A12CA01,C0011175,C0011175,Dehydration
A12CA01,C0012833,C0012833,Dizziness
A12CA01,C0013604,C0013604,Oedema
A12CA01,C0015376,C0015376,Extravasation
A12CA01,C0015967,C0015967,Body temperature increased
A12CA01,C0018681,C0018681,Headache
A12CA01,C0018802,C0018802,Cardiac failure congestive
A12CA01,C0019054,C0019054,Haemolysis
A12CA01,C0020488,C0020488,Hypernatraemia
A12CA01,C0020538,C0020538,Hypertension
A12CA01,C0020621,C0020621,Hypokalaemia
A12CA01,C0022107,C0022107,Irritability
A12CA01,C0027540,C0027540,Necrosis
A12CA01,C0030193,C0030193,Pain
A12CA01,C0031542,C0031542,Phlebitis
A12CA01,C0034065,C0034065,Pulmonary embolism
A12CA01,C0036104,C0037036,Salivary hypersecretion
A12CA01,C0036572,C0036572,Convulsion
A12CA01,C0036974,C0036974,Shock
A12CA01,C0039231,C0039231,Tachycardia
A12CA01,C0039971,C0039971,Thirst
A12CA01,C0040046,C0040046,Thrombophlebitis
A12CA01,C0041657,C0041657,Loss of consciousness
A12CA01,C0042487,C0042487,Venous thrombosis
A12CA01,C0085631,C0085631,Agitation
A12CA01,C0234233,C0234233,Tenderness
A12CA01,C0423153,C0152227,Lacrimation increased
A12CA01,C0542203,C0268000,Fluid retention
A12CA01,C0546817,C0546817,Fluid overload
A12CA01,C1145670,C1145670,Respiratory failure
A12CA01,C2830004,C2830004,Somnolence
B05CB01,C0000833,C0000833,Abscess
B05CB01,C0001122,C0001122,Acidosis
B05CB01,C0004093,C0004093,Asthenia
B05CB01,C0007682,C0027765,Nervous system disorder
B05CB01,C0009421,C0009421,Coma
B05CB01,C0009676,C0009676,Confusional state
B05CB01,C0009676,C1443060,Feeling abnormal
B05CB01,C0011175,C0011175,Dehydration
B05CB01,C0012833,C0012833,Dizziness
B05CB01,C0013604,C0013604,Oedema
B05CB01,C0015376,C0015376,Extravasation
B05CB01,C0015967,C0015967,Body temperature increased
B05CB01,C0018681,C0018681,Headache
B05CB01,C0018802,C0018802,Cardiac failure congestive
B05CB01,C0019054,C0019054,Haemolysis
B05CB01,C0020488,C0020488,Hypernatraemia
B05CB01,C0020538,C0020538,Hypertension
B05CB01,C0020621,C0020621,Hypokalaemia
B05CB01,C0022107,C0022107,Irritability
B05CB01,C0027540,C0027540,Necrosis
B05CB01,C0030193,C0030193,Pain
B05CB01,C0031542,C0031542,Phlebitis
B05CB01,C0034065,C0034065,Pulmonary embolism
B05CB01,C0036104,C0037036,Salivary hypersecretion
B05CB01,C0036572,C0036572,Convulsion
B05CB01,C0036974,C0036974,Shock
B05CB01,C0039231,C0039231,Tachycardia
B05CB01,C0039971,C0039971,Thirst
B05CB01,C0040046,C0040046,Thrombophlebitis
B05CB01,C0041657,C0041657,Loss of consciousness
B05CB01,C0042487,C0042487,Venous thrombosis
B05CB01,C0085631,C0085631,Agitation
B05CB01,C0234233,C0234233,Tenderness
B05CB01,C0423153,C0152227,Lacrimation increased
B05CB01,C0542203,C0268000,Fluid retention
B05CB01,C0546817,C0546817,Fluid overload
B05CB01,C1145670,C1145670,Respiratory failure
B05CB01,C2830004,C2830004,Somnolence
B05CX01,C0000833,C0000833,Abscess
B05CX01,C0001122,C0001122,Acidosis
B05CX01,C0004093,C0004093,Asthenia
B05CX01,C0007682,C0027765,Nervous system disorder
B05CX01,C0009421,C0009421,Coma
B05CX01,C0009676,C0009676,Confusional state
B05CX01,C0009676,C1443060,Feeling abnormal
B05CX01,C0011175,C0011175,Dehydration
B05CX01,C0012833,C0012833,Dizziness
B05CX01,C0013604,C0013604,Oedema
B05CX01,C0015376,C0015376,Extravasation
B05CX01,C0015967,C0015967,Body temperature increased
B05CX01,C0018681,C0018681,Headache
B05CX01,C0018802,C0018802,Cardiac failure congestive
B05CX01,C0019054,C0019054,Haemolysis
B05CX01,C0020488,C0020488,Hypernatraemia
B05CX01,C0020538,C0020538,Hypertension
B05CX01,C0020621,C0020621,Hypokalaemia
B05CX01,C0022107,C0022107,Irritability
B05CX01,C0027540,C0027540,Necrosis
B05CX01,C0030193,C0030193,Pain
B05CX01,C0031542,C0031542,Phlebitis
B05CX01,C0034065,C0034065,Pulmonary embolism
B05CX01,C0036104,C0037036,Salivary hypersecretion
B05CX01,C0036572,C0036572,Convulsion
B05CX01,C0036974,C0036974,Shock
B05CX01,C0039231,C0039231,Tachycardia
B05CX01,C0039971,C0039971,Thirst
B05CX01,C0040046,C0040046,Thrombophlebitis
B05CX01,C0041657,C0041657,Loss of consciousness
B05CX01,C0042487,C0042487,Venous thrombosis
B05CX01,C0085631,C0085631,Agitation
B05CX01,C0234233,C0234233,Tenderness
B05CX01,C0423153,C0152227,Lacrimation increased
B05CX01,C0542203,C0268000,Fluid retention
B05CX01,C0546817,C0546817,Fluid overload
B05CX01,C1145670,C1145670,Respiratory failure
B05CX01,C2830004,C2830004,Somnolence
B05XA01,C0000833,C0000833,Abscess
B05XA01,C0001122,C0001122,Acidosis
B05XA01,C0004093,C0004093,Asthenia
B05XA01,C0007682,C0027765,Nervous system disorder
B05XA01,C0009421,C0009421,Coma
B05XA01,C0009676,C0009676,Confusional state
B05XA01,C0009676,C1443060,Feeling abnormal
B05XA01,C0011175,C0011175,Dehydration
B05XA01,C0012833,C0012833,Dizziness
B05XA01,C0013604,C0013604,Oedema
B05XA01,C0015376,C0015376,Extravasation
B05XA01,C0015967,C0015967,Body temperature increased
B05XA01,C0018681,C0018681,Headache
B05XA01,C0018802,C0018802,Cardiac failure congestive
B05XA01,C0019054,C0019054,Haemolysis
B05XA01,C0020488,C0020488,Hypernatraemia
B05XA01,C0020538,C0020538,Hypertension
B05XA01,C0020621,C0020621,Hypokalaemia
B05XA01,C0022107,C0022107,Irritability
B05XA01,C0027540,C0027540,Necrosis
B05XA01,C0030193,C0030193,Pain
B05XA01,C0031542,C0031542,Phlebitis
B05XA01,C0034065,C0034065,Pulmonary embolism
B05XA01,C0036104,C0037036,Salivary hypersecretion
B05XA01,C0036572,C0036572,Convulsion
B05XA01,C0036974,C0036974,Shock
B05XA01,C0039231,C0039231,Tachycardia
B05XA01,C0039971,C0039971,Thirst
B05XA01,C0040046,C0040046,Thrombophlebitis
B05XA01,C0041657,C0041657,Loss of consciousness
B05XA01,C0042487,C0042487,Venous thrombosis
B05XA01,C0085631,C0085631,Agitation
B05XA01,C0234233,C0234233,Tenderness
B05XA01,C0423153,C0152227,Lacrimation increased
B05XA01,C0542203,C0268000,Fluid retention
B05XA01,C0546817,C0546817,Fluid overload
B05XA01,C1145670,C1145670,Respiratory failure
B05XA01,C2830004,C2830004,Somnolence
B05XA03,C0000833,C0000833,Abscess
B05XA03,C0001122,C0001122,Acidosis
B05XA03,C0004093,C0004093,Asthenia
B05XA03,C0007682,C0027765,Nervous system disorder
B05XA03,C0009421,C0009421,Coma
B05XA03,C0009676,C0009676,Confusional state
B05XA03,C0009676,C1443060,Feeling abnormal
B05XA03,C0011175,C0011175,Dehydration
B05XA03,C0012833,C0012833,Dizziness
B05XA03,C0013604,C0013604,Oedema
B05XA03,C0015376,C0015376,Extravasation
B05XA03,C0015967,C0015967,Body temperature increased
B05XA03,C0018681,C0018681,Headache
B05XA03,C0018802,C0018802,Cardiac failure congestive
B05XA03,C0019054,C0019054,Haemolysis
B05XA03,C0020488,C0020488,Hypernatraemia
B05XA03,C0020538,C0020538,Hypertension
B05XA03,C0020621,C0020621,Hypokalaemia
B05XA03,C0022107,C0022107,Irritability
B05XA03,C0027540,C0027540,Necrosis
B05XA03,C0030193,C0030193,Pain
B05XA03,C0031542,C0031542,Phlebitis
B05XA03,C0034065,C0034065,Pulmonary embolism
B05XA03,C0036104,C0037036,Salivary hypersecretion
B05XA03,C0036572,C0036572,Convulsion
B05XA03,C0036974,C0036974,Shock
B05XA03,C0039231,C0039231,Tachycardia
B05XA03,C0039971,C0039971,Thirst
B05XA03,C0040046,C0040046,Thrombophlebitis
B05XA03,C0041657,C0041657,Loss of consciousness
